Order Date,Product Category,Sales per Unit,Quantity,Total Sales
2024-10-08,Ornaments,120,1,120
2024-10-08,Other,23,1,23
2024-10-08,Clothing,65,4,260
2024-10-08,Ornaments,80,6,480
2024-10-08,Clothing,70,3,210
2024-10-08,Ornaments,15,3,45
2024-10-08,Other,4,1,4
2024-10-08,Clothing,118,1,118
2024-10-08,Other,68,2,136
2024-10-08,Other,9,1,9
2024-10-08,Ornaments,110,1,110
2024-10-08,Other,9,6,54
2024-10-08,Clothing,65,3,195
2024-10-08,Clothing,90,1,90
2024-10-08,Clothing,115,1,115
2024-10-08,Clothing,137,1,137
2024-10-08,Ornaments,10,1,10
2024-10-08,Ornaments,85,4,340
2024-10-08,Clothing,92,2,184
2024-10-08,Ornaments,85,1,85
2024-10-08,Ornaments,15,1,15
2024-10-08,Other,14,2,28
2024-10-08,Clothing,100,2,200
2024-10-08,Clothing,65,1,65
2024-10-08,Clothing,60,2,120
2024-10-09,Other,14,4,56
2024-10-09,Clothing,60,2,120
2024-10-09,Other,10,1,10
2024-10-09,Clothing,155,1,155
2024-10-09,Other,4,1,4
2024-10-09,Ornaments,15,3,45
2024-10-09,Clothing,97,3,291
2024-10-09,Ornaments,40,1,40
2024-10-09,Other,10,1,10
2024-10-09,Ornaments,32,1,32
2024-10-09,Clothing,188,1,188
2024-10-09,Clothing,95,1,95
2024-10-09,Other,4,1,4
2024-10-09,Ornaments,55,2,110
2024-10-09,Clothing,65,4,260
2024-10-09,Other,10,3,30
2024-10-09,Ornaments,70,2,140
2024-10-09,Other,14,2,28
2024-10-09,Ornaments,25,2,50
2024-10-09,Other,50,4,200
2024-10-09,Clothing,130,1,130
2024-10-09,Other,23,2,46
2024-10-09,Ornaments,15,1,15
2024-10-09,Clothing,105,1,105
2024-10-09,Clothing,70,4,280
2024-10-09,Clothing,97,4,388
2024-10-09,Ornaments,115,2,230
2024-10-09,Ornaments,32,1,32
2024-10-09,Ornaments,20,1,20
2024-10-09,Clothing,95,1,95
2024-10-09,Clothing,90,1,90
2024-10-09,Ornaments,15,2,30
2024-10-09,Clothing,142,1,142
2024-10-09,Clothing,97,1,97
2024-10-09,Ornaments,20,1,20
2024-10-09,Other,9,1,9
2024-10-09,Ornaments,20,1,20
2024-10-09,Clothing,65,1,65
2024-10-09,Ornaments,20,2,40
2024-10-09,Ornaments,40,1,40
2024-10-09,Clothing,105,1,105
2024-10-09,Clothing,65,2,130
2024-10-09,Ornaments,50,1,50
2024-10-09,Clothing,102,1,102
2024-10-09,Other,9,2,18
2024-10-09,Ornaments,25,2,50
2024-10-09,Other,50,1,50
2024-10-09,Other,4,5,20
2024-10-09,Ornaments,15,1,15
2024-10-09,Clothing,105,4,420
2024-10-09,Other,23,1,23
2024-10-09,Ornaments,55,1,55
2024-10-09,Ornaments,95,1,95
2024-10-09,Other,50,2,100
2024-10-09,Clothing,65,2,130
2024-10-09,Ornaments,10,1,10
2024-10-09,Other,44,3,132
2024-10-09,Clothing,165,1,165
2024-10-09,Clothing,60,2,120
2024-10-09,Ornaments,72,2,144
2024-10-09,Ornaments,15,3,45
2024-10-09,Ornaments,20,2,40
2024-10-09,Other,15,4,60
2024-10-09,Ornaments,50,2,100
2024-10-09,Clothing,125,2,250
2024-10-09,Ornaments,65,2,130
2024-10-09,Other,9,1,9
2024-10-09,Other,14,2,28
2024-10-09,Clothing,95,1,95
2024-10-09,Clothing,92,1,92
2024-10-09,Clothing,135,1,135
2024-10-09,Clothing,122,2,244
2024-10-09,Clothing,70,1,70
2024-10-09,Clothing,65,1,65
2024-10-09,Clothing,100,2,200
2024-10-09,Clothing,142,2,284
2024-10-09,Clothing,60,2,120
2024-10-09,Clothing,92,4,368
2024-10-09,Clothing,197,1,197
2024-10-09,Ornaments,15,1,15
2024-10-09,Ornaments,10,1,10
2024-10-10,Ornaments,15,1,15
2024-10-10,Ornaments,80,2,160
2024-10-10,Clothing,97,1,97
2024-10-10,Ornaments,15,2,30
2024-10-10,Clothing,70,1,70
2024-10-10,Ornaments,15,2,30
2024-10-10,Ornaments,25,2,50
2024-10-10,Ornaments,55,3,165
2024-10-10,Other,4,2,8
2024-10-10,Ornaments,15,1,15
2024-10-10,Clothing,97,2,194
2024-10-10,Other,10,3,30
2024-10-10,Ornaments,85,1,85
2024-10-10,Clothing,118,1,118
2024-10-10,Clothing,102,2,204
2024-10-10,Ornaments,37,1,37
2024-10-10,Ornaments,25,1,25
2024-10-10,Clothing,153,2,306
2024-10-10,Clothing,97,1,97
2024-10-10,Other,110,4,440
2024-10-10,Clothing,100,1,100
2024-10-10,Other,18,5,90
2024-10-10,Clothing,135,4,540
2024-10-10,Ornaments,70,2,140
2024-10-10,Clothing,150,1,150
2024-10-10,Ornaments,15,1,15
2024-10-10,Clothing,130,4,520
2024-10-10,Other,10,1,10
2024-10-10,Ornaments,15,1,15
2024-10-10,Clothing,135,2,270
2024-10-10,Clothing,122,1,122
2024-10-10,Other,28,1,28
2024-10-10,Other,9,4,36
2024-10-10,Clothing,70,5,350
2024-10-10,Other,15,1,15
2024-10-10,Clothing,193,1,193
2024-10-10,Clothing,70,2,140
2024-10-10,Clothing,113,1,113
2024-10-10,Clothing,120,3,360
2024-10-10,Other,4,1,4
2024-10-10,Ornaments,32,1,32
2024-10-10,Clothing,195,2,390
2024-10-10,Ornaments,50,2,100
2024-10-10,Clothing,95,1,95
2024-10-10,Other,23,1,23
2024-10-10,Ornaments,45,2,90
2024-10-10,Other,23,1,23
2024-10-10,Clothing,100,2,200
2024-10-10,Other,45,3,135
2024-10-10,Other,15,1,15
2024-10-10,Other,45,1,45
2024-10-10,Clothing,130,1,130
2024-10-10,Other,4,3,12
2024-10-10,Other,55,4,220
2024-10-10,Ornaments,45,1,45
2024-10-10,Clothing,97,1,97
2024-10-10,Clothing,137,1,137
2024-10-10,Ornaments,50,1,50
2024-10-10,Other,9,5,45
2024-10-10,Other,15,1,15
2024-10-10,Clothing,97,1,97
2024-10-10,Ornaments,65,2,130
2024-10-10,Ornaments,60,1,60
2024-10-10,Ornaments,45,1,45
2024-10-10,Clothing,97,1,97
2024-10-10,Other,14,2,28
2024-10-10,Ornaments,37,1,37
2024-10-10,Ornaments,20,1,20
2024-10-10,Ornaments,32,1,32
2024-10-10,Clothing,97,1,97
2024-10-10,Clothing,65,5,325
2024-10-10,Ornaments,20,1,20
2024-10-10,Clothing,130,4,520
2024-10-10,Ornaments,15,3,45
2024-10-10,Clothing,95,1,95
2024-10-10,Clothing,202,2,404
2024-10-10,Clothing,100,3,300
2024-10-10,Clothing,102,2,204
2024-10-10,Clothing,105,1,105
2024-10-10,Ornaments,25,2,50
2024-10-10,Clothing,70,1,70
2024-10-11,Other,14,1,14
2024-10-11,Ornaments,60,1,60
2024-10-11,Ornaments,95,1,95
2024-10-11,Clothing,60,1,60
2024-10-11,Clothing,135,1,135
2024-10-11,Ornaments,37,1,37
2024-10-11,Clothing,102,1,102
2024-10-11,Ornaments,60,1,60
2024-10-11,Ornaments,45,2,90
2024-10-11,Ornaments,15,1,15
2024-10-11,Clothing,65,1,65
2024-10-11,Clothing,110,3,330
2024-10-11,Other,15,1,15
2024-10-11,Clothing,60,1,60
2024-10-11,Clothing,192,4,768
2024-10-11,Other,123,4,492
2024-10-11,Clothing,65,4,260
2024-10-11,Clothing,102,3,306
2024-10-11,Clothing,97,4,388
2024-10-11,Clothing,135,2,270
2024-10-11,Clothing,125,3,375
2024-10-11,Clothing,60,3,180
2024-10-11,Other,5,2,10
2024-10-11,Other,9,5,45
2024-10-11,Ornaments,10,2,20
2024-10-11,Other,5,1,5
2024-10-11,Clothing,105,3,315
2024-10-11,Clothing,70,2,140
2024-10-11,Ornaments,65,1,65
2024-10-11,Clothing,70,1,70
2024-10-11,Clothing,65,2,130
2024-10-11,Other,9,3,27
2024-10-11,Clothing,95,1,95
2024-10-11,Clothing,125,1,125
2024-10-11,Ornaments,20,2,40
2024-10-11,Ornaments,50,1,50
2024-10-11,Other,9,1,9
2024-10-11,Clothing,97,4,388
2024-10-11,Clothing,65,1,65
2024-10-11,Clothing,105,2,210
2024-10-11,Clothing,135,2,270
2024-10-11,Ornaments,15,4,60
2024-10-11,Other,49,1,49
2024-10-11,Ornaments,20,5,100
2024-10-11,Ornaments,15,1,15
2024-10-11,Ornaments,90,1,90
2024-10-11,Clothing,193,1,193
2024-10-11,Clothing,123,1,123
2024-10-11,Clothing,118,2,236
2024-10-11,Ornaments,70,2,140
2024-10-11,Ornaments,15,5,75
2024-10-11,Clothing,125,1,125
2024-10-11,Ornaments,27,2,54
2024-10-11,Ornaments,37,3,111
2024-10-11,Clothing,205,1,205
2024-10-11,Clothing,113,4,452
2024-10-11,Ornaments,20,2,40
2024-10-11,Clothing,153,3,459
2024-10-11,Clothing,105,2,210
2024-10-11,Ornaments,90,5,450
2024-10-11,Clothing,130,1,130
2024-10-11,Other,4,1,4
2024-10-11,Ornaments,15,1,15
2024-10-11,Ornaments,27,5,135
2024-10-11,Clothing,145,1,145
2024-10-11,Ornaments,40,1,40
2024-10-11,Ornaments,25,2,50
2024-10-11,Clothing,172,3,516
2024-10-11,Clothing,70,1,70
2024-10-11,Ornaments,60,1,60
2024-10-11,Clothing,60,2,120
2024-10-11,Ornaments,55,1,55
2024-10-11,Clothing,65,1,65
2024-10-11,Ornaments,20,1,20
2024-10-11,Other,9,3,27
2024-10-11,Ornaments,20,1,20
2024-10-11,Clothing,140,2,280
2024-10-11,Other,10,2,20
2024-10-12,Clothing,167,1,167
2024-10-12,Ornaments,55,3,165
2024-10-12,Other,9,3,27
2024-10-12,Clothing,105,2,210
2024-10-12,Other,14,3,42
2024-10-12,Clothing,97,2,194
2024-10-12,Other,23,2,46
2024-10-12,Other,55,4,220
2024-10-12,Ornaments,20,4,80
2024-10-12,Other,9,1,9
2024-10-12,Other,39,1,39
2024-10-12,Ornaments,50,4,200
2024-10-12,Other,10,1,10
2024-10-12,Clothing,105,2,210
2024-10-12,Clothing,65,5,325
2024-10-12,Ornaments,37,1,37
2024-10-12,Clothing,100,4,400
2024-10-12,Clothing,70,1,70
2024-10-12,Clothing,195,2,390
2024-10-12,Other,4,1,4
2024-10-12,Clothing,130,1,130
2024-10-12,Other,10,1,10
2024-10-12,Clothing,70,5,350
2024-10-12,Clothing,65,1,65
2024-10-12,Clothing,60,2,120
2024-10-12,Clothing,97,2,194
2024-10-12,Clothing,110,1,110
2024-10-12,Clothing,65,2,130
2024-10-12,Other,18,1,18
2024-10-12,Other,10,3,30
2024-10-12,Ornaments,45,1,45
2024-10-12,Other,9,1,9
2024-10-12,Other,9,1,9
2024-10-12,Ornaments,32,1,32
2024-10-12,Other,9,1,9
2024-10-12,Clothing,95,2,190
2024-10-12,Clothing,123,1,123
2024-10-12,Clothing,130,1,130
2024-10-12,Ornaments,72,2,144
2024-10-12,Ornaments,15,3,45
2024-10-12,Ornaments,25,1,25
2024-10-12,Clothing,92,1,92
2024-10-12,Clothing,140,3,420
2024-10-12,Other,50,1,50
2024-10-12,Clothing,65,1,65
2024-10-12,Clothing,70,1,70
2024-10-12,Clothing,65,1,65
2024-10-12,Clothing,140,1,140
2024-10-12,Clothing,100,1,100
2024-10-12,Clothing,142,2,284
2024-10-12,Clothing,60,1,60
2024-10-12,Clothing,125,3,375
2024-10-12,Other,15,3,45
2024-10-12,Ornaments,45,1,45
2024-10-12,Ornaments,55,3,165
2024-10-12,Clothing,100,3,300
2024-10-12,Clothing,97,5,485
2024-10-12,Other,10,1,10
2024-10-12,Clothing,60,5,300
2024-10-12,Other,9,2,18
2024-10-12,Clothing,100,1,100
2024-10-12,Other,14,2,28
2024-10-12,Clothing,97,1,97
2024-10-12,Clothing,100,2,200
2024-10-12,Other,44,2,88
2024-10-12,Other,9,3,27
2024-10-12,Clothing,100,1,100
2024-10-12,Clothing,118,2,236
2024-10-12,Clothing,92,5,460
2024-10-12,Other,28,1,28
2024-10-12,Clothing,100,1,100
2024-10-12,Clothing,60,1,60
2024-10-12,Other,9,1,9
2024-10-12,Clothing,100,1,100
2024-10-12,Ornaments,10,1,10
2024-10-12,Other,5,2,10
2024-10-12,Clothing,65,1,65
2024-10-12,Other,4,3,12
2024-10-12,Clothing,105,2,210
2024-10-12,Clothing,105,1,105
2024-10-12,Clothing,97,1,97
2024-10-12,Clothing,105,1,105
2024-10-12,Other,14,1,14
2024-10-12,Ornaments,50,4,200
2024-10-12,Ornaments,32,4,128
2024-10-12,Ornaments,15,1,15
2024-10-13,Ornaments,115,1,115
2024-10-13,Clothing,97,1,97
2024-10-13,Ornaments,60,2,120
2024-10-13,Clothing,97,4,388
2024-10-13,Clothing,140,2,280
2024-10-13,Ornaments,25,1,25
2024-10-13,Clothing,145,2,290
2024-10-13,Other,5,1,5
2024-10-13,Clothing,100,1,100
2024-10-13,Clothing,167,4,668
2024-10-13,Clothing,162,2,324
2024-10-13,Other,10,1,10
2024-10-13,Clothing,97,1,97
2024-10-13,Other,5,1,5
2024-10-13,Clothing,135,1,135
2024-10-13,Clothing,125,2,250
2024-10-13,Ornaments,15,1,15
2024-10-13,Other,18,1,18
2024-10-13,Clothing,97,2,194
2024-10-13,Ornaments,25,1,25
2024-10-13,Other,54,4,216
2024-10-13,Other,4,1,4
2024-10-13,Other,50,3,150
2024-10-13,Clothing,197,1,197
2024-10-13,Clothing,105,1,105
2024-10-13,Clothing,170,2,340
2024-10-13,Clothing,97,1,97
2024-10-13,Clothing,105,1,105
2024-10-13,Other,14,3,42
2024-10-13,Other,4,3,12
2024-10-13,Clothing,65,2,130
2024-10-13,Ornaments,20,2,40
2024-10-13,Ornaments,10,3,30
2024-10-13,Other,68,3,204
2024-10-13,Clothing,125,1,125
2024-10-13,Clothing,70,4,280
2024-10-13,Ornaments,15,1,15
2024-10-13,Ornaments,20,2,40
2024-10-13,Ornaments,72,1,72
2024-10-13,Ornaments,80,2,160
2024-10-13,Clothing,202,2,404
2024-10-13,Ornaments,15,1,15
2024-10-13,Clothing,97,1,97
2024-10-13,Other,54,5,270
2024-10-13,Other,4,1,4
2024-10-13,Ornaments,15,1,15
2024-10-13,Ornaments,32,2,64
2024-10-13,Clothing,100,1,100
2024-10-13,Clothing,127,2,254
2024-10-13,Clothing,102,4,408
2024-10-13,Ornaments,37,1,37
2024-10-13,Clothing,113,5,565
2024-10-13,Clothing,165,1,165
2024-10-13,Ornaments,40,2,80
2024-10-13,Clothing,100,1,100
2024-10-13,Clothing,197,1,197
2024-10-13,Other,80,2,160
2024-10-13,Other,44,1,44
2024-10-13,Ornaments,50,5,250
2024-10-13,Other,44,1,44
2024-10-13,Clothing,123,1,123
2024-10-13,Clothing,145,1,145
2024-10-13,Clothing,105,2,210
2024-10-13,Other,14,1,14
2024-10-13,Clothing,65,5,325
2024-10-13,Clothing,100,2,200
2024-10-13,Ornaments,50,2,100
2024-10-13,Clothing,65,1,65
2024-10-13,Clothing,60,1,60
2024-10-13,Clothing,113,2,226
2024-10-13,Ornaments,10,2,20
2024-10-13,Clothing,70,1,70
2024-10-13,Ornaments,25,1,25
2024-10-13,Ornaments,85,2,170
2024-10-13,Ornaments,32,2,64
2024-10-13,Clothing,92,1,92
2024-10-13,Clothing,165,1,165
2024-10-13,Ornaments,15,1,15
2024-10-13,Ornaments,32,1,32
2024-10-13,Clothing,92,2,184
2024-10-13,Ornaments,40,1,40
2024-10-13,Other,28,1,28
2024-10-13,Clothing,65,1,65
2024-10-14,Ornaments,20,3,60
2024-10-14,Clothing,65,2,130
2024-10-14,Other,28,1,28
2024-10-14,Other,9,1,9
2024-10-14,Other,9,1,9
2024-10-14,Clothing,65,1,65
2024-10-14,Ornaments,20,1,20
2024-10-14,Ornaments,10,1,10
2024-10-14,Clothing,65,3,195
2024-10-14,Clothing,142,2,284
2024-10-14,Clothing,70,1,70
2024-10-14,Other,14,1,14
2024-10-14,Ornaments,15,1,15
2024-10-14,Ornaments,55,4,220
2024-10-14,Clothing,100,1,100
2024-10-14,Clothing,95,3,285
2024-10-14,Clothing,65,1,65
2024-10-14,Other,18,3,54
2024-10-14,Ornaments,72,1,72
2024-10-14,Other,80,1,80
2024-10-14,Clothing,165,1,165
2024-10-14,Other,23,2,46
2024-10-14,Clothing,70,2,140
2024-10-14,Ornaments,15,1,15
2024-10-14,Other,10,2,20
2024-10-14,Clothing,135,1,135
2024-10-14,Ornaments,10,1,10
2024-10-14,Clothing,137,1,137
2024-10-14,Clothing,123,1,123
2024-10-14,Ornaments,85,1,85
2024-10-14,Clothing,100,1,100
2024-10-14,Ornaments,115,2,230
2024-10-14,Ornaments,10,1,10
2024-10-14,Clothing,200,4,800
2024-10-14,Clothing,125,2,250
2024-10-14,Clothing,70,1,70
2024-10-14,Ornaments,50,1,50
2024-10-14,Ornaments,20,2,40
2024-10-14,Clothing,130,1,130
2024-10-14,Clothing,97,1,97
2024-10-14,Ornaments,10,4,40
2024-10-14,Clothing,65,2,130
2024-10-14,Clothing,65,3,195
2024-10-14,Other,54,1,54
2024-10-14,Ornaments,85,1,85
2024-10-14,Ornaments,20,3,60
2024-10-14,Clothing,65,1,65
2024-10-14,Clothing,97,1,97
2024-10-14,Other,28,2,56
2024-10-14,Ornaments,40,4,160
2024-10-14,Ornaments,20,3,60
2024-10-14,Clothing,102,4,408
2024-10-14,Clothing,105,1,105
2024-10-14,Clothing,165,1,165
2024-10-14,Clothing,70,1,70
2024-10-14,Clothing,123,4,492
2024-10-14,Other,14,2,28
2024-10-14,Other,79,1,79
2024-10-14,Clothing,158,1,158
2024-10-14,Ornaments,20,6,120
2024-10-14,Other,9,1,9
2024-10-14,Clothing,165,2,330
2024-10-14,Other,9,1,9
2024-10-14,Other,50,1,50
2024-10-14,Clothing,102,2,204
2024-10-14,Ornaments,45,3,135
2024-10-14,Clothing,170,1,170
2024-10-14,Clothing,97,2,194
2024-10-14,Ornaments,80,3,240
2024-10-14,Other,5,3,15
2024-10-14,Clothing,60,5,300
2024-10-14,Other,9,1,9
2024-10-14,Ornaments,20,1,20
2024-10-14,Clothing,137,1,137
2024-10-14,Clothing,130,1,130
2024-10-14,Clothing,65,1,65
2024-10-15,Clothing,142,1,142
2024-10-15,Clothing,65,1,65
2024-10-15,Clothing,158,1,158
2024-10-15,Clothing,92,1,92
2024-10-15,Clothing,135,2,270
2024-10-15,Clothing,105,2,210
2024-10-15,Clothing,140,1,140
2024-10-15,Ornaments,95,4,380
2024-10-15,Clothing,175,1,175
2024-10-15,Other,23,1,23
2024-10-15,Ornaments,10,1,10
2024-10-15,Ornaments,40,1,40
2024-10-15,Clothing,100,4,400
2024-10-15,Clothing,118,1,118
2024-10-15,Clothing,118,1,118
2024-10-15,Clothing,97,1,97
2024-10-15,Other,4,1,4
2024-10-15,Clothing,158,1,158
2024-10-15,Clothing,105,1,105
2024-10-15,Clothing,123,4,492
2024-10-15,Ornaments,15,1,15
2024-10-15,Clothing,70,3,210
2024-10-15,Clothing,130,1,130
2024-10-15,Clothing,163,1,163
2024-10-15,Ornaments,50,1,50
2024-10-15,Other,9,1,9
2024-10-15,Ornaments,50,2,100
2024-10-15,Other,14,2,28
2024-10-15,Other,10,2,20
2024-10-15,Clothing,97,1,97
2024-10-15,Clothing,65,1,65
2024-10-15,Clothing,65,6,390
2024-10-15,Clothing,60,2,120
2024-10-15,Other,34,2,68
2024-10-15,Clothing,205,2,410
2024-10-15,Clothing,60,2,120
2024-10-15,Clothing,70,2,140
2024-10-15,Clothing,165,3,495
2024-10-15,Ornaments,35,2,70
2024-10-15,Other,14,2,28
2024-10-15,Clothing,65,1,65
2024-10-15,Clothing,65,2,130
2024-10-15,Clothing,113,1,113
2024-10-15,Clothing,130,1,130
2024-10-15,Other,9,1,9
2024-10-15,Clothing,65,1,65
2024-10-15,Ornaments,45,3,135
2024-10-15,Clothing,130,1,130
2024-10-15,Clothing,167,1,167
2024-10-15,Ornaments,65,1,65
2024-10-15,Clothing,100,1,100
2024-10-15,Ornaments,20,1,20
2024-10-15,Clothing,100,1,100
2024-10-15,Clothing,97,1,97
2024-10-15,Clothing,70,2,140
2024-10-15,Clothing,105,6,630
2024-10-15,Ornaments,20,2,40
2024-10-15,Clothing,100,1,100
2024-10-15,Clothing,65,2,130
2024-10-15,Ornaments,90,1,90
2024-10-15,Clothing,135,2,270
2024-10-15,Clothing,137,1,137
2024-10-15,Clothing,92,1,92
2024-10-15,Ornaments,40,4,160
2024-10-15,Ornaments,20,4,80
2024-10-15,Clothing,200,4,800
2024-10-15,Ornaments,27,1,27
2024-10-15,Other,9,1,9
2024-10-15,Other,84,1,84
2024-10-15,Ornaments,50,5,250
2024-10-15,Ornaments,80,1,80
2024-10-15,Clothing,100,1,100
2024-10-15,Clothing,92,1,92
2024-10-15,Clothing,167,1,167
2024-10-15,Clothing,125,5,625
2024-10-15,Other,10,1,10
2024-10-15,Other,14,1,14
2024-10-15,Ornaments,65,2,130
2024-10-15,Clothing,70,5,350
2024-10-15,Clothing,100,1,100
2024-10-15,Ornaments,20,1,20
2024-10-15,Ornaments,37,3,111
2024-10-15,Clothing,132,2,264
2024-10-15,Clothing,123,2,246
2024-10-15,Ornaments,50,1,50
2024-10-16,Other,23,1,23
2024-10-16,Ornaments,120,2,240
2024-10-16,Clothing,92,2,184
2024-10-16,Clothing,65,2,130
2024-10-16,Ornaments,25,4,100
2024-10-16,Other,28,1,28
2024-10-16,Ornaments,67,1,67
2024-10-16,Ornaments,85,2,170
2024-10-16,Other,14,2,28
2024-10-16,Clothing,65,1,65
2024-10-16,Clothing,65,4,260
2024-10-16,Other,10,1,10
2024-10-16,Clothing,130,1,130
2024-10-16,Ornaments,10,1,10
2024-10-16,Clothing,100,1,100
2024-10-16,Clothing,123,3,369
2024-10-16,Ornaments,50,2,100
2024-10-16,Ornaments,15,1,15
2024-10-16,Other,4,1,4
2024-10-16,Clothing,70,1,70
2024-10-16,Clothing,123,1,123
2024-10-16,Other,85,1,85
2024-10-16,Other,14,1,14
2024-10-16,Clothing,168,1,168
2024-10-16,Ornaments,40,2,80
2024-10-16,Clothing,65,3,195
2024-10-16,Other,44,1,44
2024-10-16,Clothing,97,3,291
2024-10-16,Ornaments,27,1,27
2024-10-16,Clothing,92,2,184
2024-10-16,Clothing,92,1,92
2024-10-16,Ornaments,95,4,380
2024-10-16,Clothing,123,3,369
2024-10-16,Ornaments,15,1,15
2024-10-16,Clothing,65,1,65
2024-10-16,Ornaments,50,1,50
2024-10-16,Clothing,135,2,270
2024-10-16,Ornaments,65,2,130
2024-10-16,Other,15,2,30
2024-10-16,Clothing,130,3,390
2024-10-16,Other,5,2,10
2024-10-16,Clothing,60,5,300
2024-10-16,Other,9,2,18
2024-10-16,Clothing,135,1,135
2024-10-16,Clothing,100,3,300
2024-10-16,Clothing,60,2,120
2024-10-16,Ornaments,15,1,15
2024-10-16,Ornaments,15,4,60
2024-10-16,Ornaments,27,1,27
2024-10-16,Ornaments,15,1,15
2024-10-16,Clothing,100,1,100
2024-10-16,Ornaments,55,1,55
2024-10-16,Clothing,153,2,306
2024-10-16,Ornaments,20,1,20
2024-10-16,Clothing,65,5,325
2024-10-16,Ornaments,20,2,40
2024-10-16,Ornaments,37,2,74
2024-10-16,Clothing,65,1,65
2024-10-16,Clothing,113,2,226
2024-10-16,Other,14,2,28
2024-10-16,Ornaments,72,1,72
2024-10-16,Clothing,97,3,291
2024-10-16,Other,58,2,116
2024-10-16,Ornaments,90,1,90
2024-10-16,Clothing,65,2,130
2024-10-16,Ornaments,40,4,160
2024-10-16,Clothing,130,4,520
2024-10-16,Clothing,70,1,70
2024-10-16,Clothing,135,1,135
2024-10-16,Clothing,97,2,194
2024-10-16,Clothing,100,1,100
2024-10-16,Clothing,125,2,250
2024-10-16,Ornaments,27,1,27
2024-10-16,Ornaments,37,1,37
2024-10-16,Clothing,118,4,472
2024-10-16,Clothing,102,2,204
2024-10-16,Ornaments,20,1,20
2024-10-16,Ornaments,50,2,100
2024-10-16,Clothing,70,2,140
2024-10-16,Ornaments,45,1,45
2024-10-16,Clothing,105,3,315
2024-10-16,Clothing,167,1,167
2024-10-16,Ornaments,45,1,45
2024-10-16,Clothing,65,1,65
2024-10-17,Ornaments,45,1,45
2024-10-17,Other,5,1,5
2024-10-17,Other,45,5,225
2024-10-17,Clothing,100,2,200
2024-10-17,Clothing,70,2,140
2024-10-17,Ornaments,32,1,32
2024-10-17,Clothing,105,1,105
2024-10-17,Clothing,97,5,485
2024-10-17,Ornaments,20,3,60
2024-10-17,Other,10,1,10
2024-10-17,Other,54,2,108
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,100,3,300
2024-10-17,Clothing,105,1,105
2024-10-17,Ornaments,27,3,81
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,135,1,135
2024-10-17,Ornaments,15,2,30
2024-10-17,Other,5,1,5
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,195,4,780
2024-10-17,Ornaments,77,2,154
2024-10-17,Other,15,2,30
2024-10-17,Clothing,95,4,380
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,130,1,130
2024-10-17,Clothing,92,1,92
2024-10-17,Clothing,97,1,97
2024-10-17,Ornaments,27,1,27
2024-10-17,Other,84,1,84
2024-10-17,Clothing,97,3,291
2024-10-17,Ornaments,45,2,90
2024-10-17,Ornaments,25,1,25
2024-10-17,Clothing,147,2,294
2024-10-17,Clothing,100,1,100
2024-10-17,Other,5,2,10
2024-10-17,Other,14,1,14
2024-10-17,Clothing,102,1,102
2024-10-17,Other,15,1,15
2024-10-17,Clothing,65,3,195
2024-10-17,Clothing,60,4,240
2024-10-17,Other,34,1,34
2024-10-17,Clothing,95,2,190
2024-10-17,Clothing,100,1,100
2024-10-17,Clothing,163,2,326
2024-10-17,Ornaments,20,2,40
2024-10-17,Clothing,97,1,97
2024-10-17,Clothing,163,1,163
2024-10-17,Clothing,102,1,102
2024-10-17,Ornaments,10,1,10
2024-10-17,Other,44,1,44
2024-10-17,Ornaments,40,2,80
2024-10-17,Clothing,110,2,220
2024-10-17,Clothing,95,2,190
2024-10-17,Other,23,4,92
2024-10-17,Ornaments,20,1,20
2024-10-17,Other,9,2,18
2024-10-17,Clothing,100,3,300
2024-10-17,Other,10,4,40
2024-10-17,Clothing,65,1,65
2024-10-17,Clothing,158,1,158
2024-10-17,Ornaments,20,2,40
2024-10-17,Ornaments,70,1,70
2024-10-17,Other,9,3,27
2024-10-17,Clothing,65,3,195
2024-10-17,Clothing,92,3,276
2024-10-17,Other,9,1,9
2024-10-18,Ornaments,10,2,20
2024-10-18,Clothing,65,1,65
2024-10-18,Other,14,1,14
2024-10-18,Clothing,110,1,110
2024-10-18,Clothing,70,1,70
2024-10-18,Ornaments,85,1,85
2024-10-18,Ornaments,55,3,165
2024-10-18,Other,5,2,10
2024-10-18,Other,49,1,49
2024-10-18,Ornaments,10,1,10
2024-10-18,Clothing,105,2,210
2024-10-18,Other,10,2,20
2024-10-18,Clothing,65,1,65
2024-10-18,Ornaments,115,1,115
2024-10-18,Other,80,2,160
2024-10-18,Clothing,100,2,200
2024-10-18,Ornaments,15,3,45
2024-10-18,Other,84,2,168
2024-10-18,Ornaments,40,1,40
2024-10-18,Other,10,5,50
2024-10-18,Clothing,70,2,140
2024-10-18,Ornaments,60,2,120
2024-10-18,Ornaments,75,3,225
2024-10-18,Clothing,60,2,120
2024-10-18,Other,50,3,150
2024-10-18,Clothing,70,2,140
2024-10-18,Ornaments,15,1,15
2024-10-18,Other,10,1,10
2024-10-18,Other,10,1,10
2024-10-18,Clothing,65,2,130
2024-10-18,Ornaments,15,1,15
2024-10-18,Clothing,70,1,70
2024-10-18,Clothing,170,2,340
2024-10-18,Ornaments,20,1,20
2024-10-18,Other,9,1,9
